"pdes","name","H","a","e","i","om","w","ma"
"2010 MB",,24.60,0.9486,0.1556,11.65,87.71,19.14,44.01
"2010 MC",,24.60,1.409,0.2733,7.51,98.24,135.06,18.11
"2010 MQ",,19.88,1.626,0.7644,28.73,228.35,163.86,127.26
"2010 MV",,24.60,2.04,0.4704,2.21,86.65,156.13,7.29
"2010 MG1",,23.34,1.972,0.5066,6.55,263.34,49.86,346.05
"2010 MH1",,21.38,1.125,0.3245,12.65,124.09,22.55,49.48
"2010 MJ1",,23.60,0.9924,0.1323,18.26,98.23,340.18,51.10
"2010 MP1",,21.50,0.8552,0.4873,22.64,93.05,32.39,276.60
"2010 MS1",,21.89,0.9297,0.2685,9.04,98.75,350.06,261.69
"2010 MW1",,19.80,2.561,0.5225,25.76,243.74,90.11,254.49
"2010 MY1",,23.88,1.215,0.2114,9.70,102.41,218.92,152.89
"2010 MZ1",,25.51,1.492,0.3058,21.91,93.90,178.45,359.73
"2010 MU111",,18.41,2.387,0.6146,41.64,79.96,157.14,70.42
"2010 MU112",,20.79,1.756,0.5398,48.04,261.10,119.21,194.65
"2010 MY112",,,1.072,0.2447,38.58,83.06,327.67,271.71
"2010 MZ112",,,1.227,0.5209,23.59,320.59,50.88,306.90
"2010 MA113",,21.92,2.691,0.6683,41.06,309.75,25.88,165.71
"2010 MD127",,19.94,1.768,0.5999,19.70,19.89,112.81,233.83
"2010 NA",,20.70,1.723,0.6541,6.39,172.51,203.31,265.80
"2010 NB",,23.00,1.033,0.3259,21.44,271.84,116.58,291.63
"2010 NG",,25.10,1.533,0.3445,8.30,106.55,207.50,20.57
"2010 NH",,25.70,2.086,0.5428,7.54,280.13,326.18,46.06
"2010 NK",,24.40,1.326,0.5208,13.61,99.10,83.00,41.00
"2010 NL",,26.00,1.66,0.4309,8.55,283.43,50.74,341.16
"2010 NM",,24.50,0.9723,0.1514,16.12,105.06,318.58,248.07
"2010 NN",,28.41,1.781,0.4482,2.26,282.39,331.56,179.93
"2010 NG1",,20.29,0.8493,0.3326,24.74,167.11,299.99,35.82
"2010 NK1",,22.41,1.014,0.1837,14.76,277.17,262.97,98.54
"2010 NR1",,21.80,1.637,0.3264,5.74,79.04,243.06,105.89
"2010 NU1",,21.10,2.428,0.8007,34.63,105.09,42.41,16.42
"2010 NB2",,20.10,2.085,0.7609,28.69,240.74,292.39,55.74
"2010 NT81",,21.42,1.33,0.2779,10.47,329.88,5.05,334.79
"2010 OA",,20.33,1.97,0.5099,6.03,96.81,259.10,179.94
"2010 OB",,21.92,2.75,0.6034,6.09,272.36,16.82,144.45
"2010 OC",,19.11,2.884,0.6334,12.74,324.89,28.52,41.63
"2010 OA1",,23.50,1.758,0.4426,7.83,119.48,209.17,348.78
"2010 OP1",,19.16,2.778,0.6187,18.45,125.04,256.93,96.55
"2010 OQ1",,19.09,2.146,0.5484,18.89,113.30,286.46,290.14
"2010 OE22",,21.23,2.649,0.6290,14.22,173.35,82.83,213.35
"2010 OL100",,19.50,2.261,0.6538,22.21,225.71,148.20,165.75
"2010 OC101",,20.70,1.222,0.2274,13.60,268.38,86.95,92.83
"2010 OD101",,20.72,1.619,0.3581,15.39,185.04,102.83,171.48
"2010 OF101",,19.78,0.951,0.3250,23.37,212.35,282.53,317.25
"2010 OL101",,20.40,2.609,0.5989,26.13,169.39,104.03,232.88
"2010 ON101",,20.39,1.629,0.4093,9.31,251.57,8.15,147.31
"2010 OH126",,21.30,1.889,0.4992,14.34,97.50,175.08,333.02
"2010 OK126",,20.56,1.955,0.4462,52.58,338.26,321.03,223.28
"2010 OC127",,19.15,2.423,0.4891,6.93,137.72,227.69,359.41
"2010 PJ",,22.14,1.682,0.4788,27.96,130.01,251.56,339.30
"2010 PO2",,23.20,1.422,0.2897,16.63,308.71,45.95,344.88
"2010 PP2",,21.17,2.33,0.4667,6.58,313.53,15.11,105.15
"2010 PQ2",,24.50,2.027,0.4807,1.95,312.03,3.36,108.53
"2010 PH9",,26.60,1.263,0.1843,12.11,132.02,182.82,276.32
"2010 PJ9",,24.80,1.947,0.5667,1.15,147.52,228.04,208.74
"2010 PK9",,21.81,0.6821,0.6759,12.59,306.51,195.65,194.38
"2010 PL9",,20.17,2.35,0.4495,19.99,305.44,50.01,74.88
"2010 PM9",,20.14,2.243,0.6917,4.03,258.96,163.92,178.84
"2010 PM10",,19.92,2.281,0.4635,1.50,311.29,59.66,141.31
"2010 PQ10",,21.62,0.8429,0.3767,22.27,123.01,6.86,100.18
"2010 PY22",,19.23,2.548,0.5279,30.48,146.26,128.86,281.60
"2010 PD57",,22.60,2.328,0.4930,7.26,306.99,46.96,97.66
"2010 PS65",,24.70,2.878,0.6319,0.54,160.50,153.26,49.23
"2010 PS66",,25.15,1.345,0.2416,1.12,170.89,131.94,295.27
"2010 PU66",,22.19,1.486,0.3903,18.09,350.35,267.64,186.35
"2010 PC73",,22.05,0.9366,0.1193,24.20,335.61,184.50,96.49
"2010 PY75",,18.50,2.658,0.7757,31.55,269.94,136.13,173.87
"2010 QN1",,20.37,1.149,0.4518,28.01,139.72,317.74,63.70
"2010 QE2",,17.45,3.375,0.7392,64.68,2.05,32.91,154.80
"2010 QG2",,24.67,1.667,0.5160,4.70,342.70,64.81,2.36
"2010 QA5",,22.16,2.918,0.6319,33.41,174.10,176.24,14.79
"2010 RA",,22.90,2.442,0.5799,10.10,161.03,220.85,344.68
"2010 RB",,20.10,2.56,0.6214,27.72,155.83,260.15,237.94
"2010 RC",,26.40,1.855,0.4477,5.62,159.48,164.41,8.05
"2010 RD",,25.40,1.415,0.2728,4.12,336.91,55.00,345.22
"2010 RE",,27.50,1.035,0.1858,8.01,159.29,73.65,252.33
"2010 RF",,23.00,2.251,0.4783,11.85,337.18,0.64,180.69
"2010 RS3",,22.60,2.107,0.4556,5.05,179.22,155.80,351.28
"2010 RT3",,23.50,2.15,0.5187,8.37,336.08,323.53,307.82
"2010 RU3",,26.60,1.882,0.4324,5.52,338.95,10.33,356.87
"2010 RV3",,23.16,2.455,0.8980,9.20,349.65,128.39,347.09
"2010 RW3",,23.90,2.02,0.3711,3.57,175.83,178.23,103.43
"2010 RX3",,25.00,2.637,0.6193,3.90,172.69,202.26,354.08
"2010 RY3",,25.10,2.606,0.6195,4.42,171.97,206.08,353.47
"2010 RJ4",,24.00,1.639,0.3540,2.54,322.17,39.79,81.74
"2010 RV11",,27.00,1.591,0.3401,4.35,337.22,1.32,1.07
"2010 RW11",,24.60,1.663,0.4091,37.62,160.09,231.05,338.88
"2010 RY11",,26.05,1.311,0.3101,9.72,335.23,294.26,40.23
"2010 RZ11",,26.60,2.351,0.6355,1.28,349.05,292.49,12.13
"2010 RA12",,26.90,1.33,0.2306,13.02,339.64,21.58,348.27
"2010 RB12",,27.00,2.396,0.6316,5.28,161.75,228.53,350.03
"2010 RC12",,21.90,2.227,0.4501,5.11,314.26,38.38,203.94
"2010 RE12",,22.20,2.291,0.4418,7.17,312.45,28.76,137.96
"2010 RF12",,28.42,1.061,0.1883,0.88,163.69,267.44,266.06
"2010 RE16",,23.22,1.477,0.1488,0.21,162.32,147.38,335.16
"2010 RS30",,24.00,1.552,0.3019,11.45,166.23,127.26,27.27
"2010 RT30",,23.32,2.329,0.5238,4.91,208.48,168.08,91.52
"2010 RU30",,23.50,1.882,0.4322,13.22,164.02,215.43,347.17
"2010 RV30",,24.00,2.087,0.4299,0.27,224.78,127.06,359.85
"2010 RW30",,23.54,1.567,0.3182,12.80,332.06,61.26,335.37
"2010 RX30",,27.10,0.8308,0.3884,5.06,165.93,320.04,283.70
"2010 RC31",,26.40,2.248,0.5208,0.40,309.97,24.36,2.19
"2010 RD31",,22.50,2.131,0.4462,7.22,295.59,11.37,330.14
"2010 RE31",,25.90,0.9682,0.3231,7.09,340.50,236.92,79.88
"2010 RF31",,25.20,1.372,0.2779,5.95,332.32,57.53,140.13
"2010 RG31",,22.70,1.099,0.1901,12.96,343.91,187.63,238.64
"2010 RH31",,23.70,2.36,0.5055,6.34,323.47,20.27,1.15
"2010 RF42",,25.10,0.9237,0.2033,14.08,169.62,359.54,218.55
"2010 RG42",,21.40,1.241,0.1349,18.33,325.28,232.70,133.51
"2010 RH42",,23.80,3.099,0.6421,19.75,161.47,160.11,3.43
"2010 RL42",,22.60,2.094,0.4339,4.09,238.59,106.08,8.20
"2010 RM42",,18.62,2.164,0.5449,38.96,15.04,274.32,302.15
"2010 RH43",,26.20,1.788,0.3971,3.38,170.35,183.19,125.61
"2010 RJ43",,23.70,0.8838,0.4959,6.88,319.40,236.84,208.57
"2010 RK43",,20.80,2.206,0.4448,7.65,197.10,170.42,221.90
"2010 RL43",,24.30,2.34,0.6220,0.61,289.40,2.42,11.48
"2010 RX45",,25.40,2.188,0.5254,11.02,167.21,164.86,4.31
"2010 RJ53",,23.70,1.066,0.4071,28.46,167.87,69.88,353.79
"2010 RK53",,27.90,1.348,0.3141,6.10,346.15,310.89,28.94
"2010 RJ64",,24.00,2.252,0.4954,4.21,173.43,193.06,171.82
"2010 RK64",,21.00,1.53,0.3524,16.56,357.87,54.93,333.59
"2010 RP64",,27.20,2.102,0.5207,6.40,169.88,160.11,5.36
"2010 RQ64",,26.20,2.045,0.5006,0.77,357.94,333.68,5.80
"2010 RM80",,27.90,1.176,0.1996,2.36,344.93,304.48,7.81
"2010 RN80",,20.21,2.251,0.5386,8.72,349.22,46.16,165.59
"2010 RO80",,24.60,1.187,0.2027,23.56,348.59,69.39,311.97
"2010 RP80",,20.80,2.981,0.5905,6.84,188.75,209.46,341.08
"2010 RQ80",,22.70,2.497,0.5198,6.44,195.97,186.75,294.94
"2010 RR80",,22.48,1.387,0.1577,13.26,352.14,291.99,157.17
"2010 RS80",,26.50,1.461,0.3695,9.04,348.37,310.89,238.92
"2010 RT80",,23.00,2.059,0.4510,7.64,355.62,347.34,52.82
"2010 RM82",,25.90,1.184,0.4167,5.05,170.55,83.26,335.94
"2010 RN82",,18.95,2.657,0.5453,28.47,143.44,239.62,173.98
"2010 RA91",,23.59,1.167,0.3490,5.61,183.57,272.72,312.50
"2010 RM122",,25.70,1.303,0.2168,7.18,344.11,318.06,31.85
"2010 RB130",,24.30,2.159,0.5248,1.02,359.96,339.63,285.25
"2010 RC130",,22.20,2.393,0.5764,9.07,187.90,198.94,27.48
"2010 RD130",,25.40,1.905,0.5247,2.37,332.78,81.38,342.34
"2010 RK135",,25.70,2.501,0.5800,4.57,180.65,198.75,354.53
"2010 RG137",,21.10,2.417,0.5623,10.04,182.44,219.81,0.99
"2010 RA147",,19.44,2.16,0.6544,5.82,8.19,116.80,245.15
"2010 RH178",,20.37,1.716,0.3389,11.18,314.38,118.98,210.57
"2010 RR179",,21.19,2.641,0.6113,6.90,310.57,113.46,174.43
"2010 RS180",,20.66,1.88,0.4078,2.87,197.60,123.34,336.81
"2010 RF181",,20.70,2.211,0.5450,6.22,51.07,2.47,204.83
"2010 SB",,21.80,2.897,0.5966,7.26,207.66,110.99,37.09
"2010 SC",,26.00,1.572,0.3496,3.46,184.46,190.15,241.64
"2010 SD",,24.70,1.377,0.4056,3.58,336.24,93.21,103.59
"2010 SE",,24.40,1.048,0.2908,20.33,175.20,280.83,344.86
"2010 SF",,25.40,0.8384,0.2196,9.35,350.89,184.22,100.27
"2010 SH",,23.11,1.692,0.3507,24.82,178.96,221.89,337.78
"2010 SJ",,23.80,0.9214,0.1660,11.31,183.35,335.67,264.50
"2010 SP3",,24.93,1.996,0.6326,0.46,225.17,53.27,167.06
"2010 SR3",,21.90,1.809,0.3891,12.64,194.33,238.65,54.36
"2010 ST3",,25.10,1.846,0.4628,3.65,171.60,239.93,338.36
"2010 SW3",,26.60,1.618,0.4008,1.49,344.25,331.58,16.31
"2010 SX3",,24.95,1.588,0.3270,8.00,180.38,173.37,1.15
"2010 SY3",,23.10,2.119,0.4201,6.18,196.50,158.01,331.77
"2010 SZ3",,27.40,1.185,0.1417,2.21,179.82,163.48,283.57
"2010 SX11",,24.80,1.157,0.2488,5.16,182.36,267.30,357.16
"2010 SA12",,20.97,2.314,0.5130,6.24,190.43,222.03,98.69
"2010 SD12",,23.80,1.804,0.4073,23.59,181.19,194.95,351.37
"2010 SE12",,24.20,1.362,0.1847,9.29,178.33,155.02,210.68
"2010 SD13",,18.88,2.677,0.6074,10.49,358.91,42.48,148.10
"2010 SJ13",,21.20,1.697,0.5931,7.68,239.73,205.61,331.07
"2010 SK13",,27.40,2.459,0.7132,1.05,0.75,81.01,325.56
"2010 SF15",,21.24,2.221,0.5257,3.30,351.59,299.73,224.34
"2010 SJ15",,22.41,1.504,0.5297,36.24,5.92,244.40,53.84
"2010 SK15",,22.80,2.329,0.5575,4.77,22.31,329.73,96.05
"2010 SL15",,25.20,2.502,0.5600,0.80,65.19,315.97,291.54
"2010 SU15",,26.10,2.18,0.5121,4.31,10.34,354.36,1.97
"2010 SV15",,26.70,1.32,0.2698,11.87,184.72,127.82,31.80
"2010 SR16",,24.30,1.352,0.3017,27.43,4.64,57.84,329.16
"2010 SS16",,23.40,2.85,0.6007,1.04,192.16,206.88,41.87
"2010 ST16",,23.25,2.511,0.5906,6.66,20.24,292.27,302.31
"2010 SA17",,19.40,1.78,0.5464,19.00,280.98,8.00,149.57
"2010 SC17",,22.70,2.374,0.6759,5.55,7.22,83.07,31.71
"2010 TD",,26.86,2.178,0.6768,3.23,188.08,100.06,15.76
"2010 TE",,26.07,0.9075,0.1979,5.55,181.82,36.26,306.46
"2010 TF",,25.60,1.437,0.3078,22.47,186.03,225.88,337.07
"2010 TK",,25.30,1.29,0.3805,0.56,315.61,141.86,73.63
"2010 TN3",,22.54,1.539,0.2027,26.69,193.20,149.78,17.58
"2010 TM4",,22.75,1.991,0.4726,5.08,44.21,14.46,127.16
"2010 TN4",,27.50,1.725,0.4349,3.03,16.91,324.42,11.27
"2010 TU5",,18.93,2.208,0.6758,14.84,199.48,308.96,173.61
"2010 TK6",,21.60,1.727,0.3478,29.99,191.05,119.94,25.25
"2010 TG19",,23.90,2.109,0.5634,6.92,208.30,217.01,321.99
"2010 TJ19",,26.05,1.524,0.3300,5.60,189.67,199.13,352.57
"2010 TK19",,24.90,0.9411,0.1288,12.96,15.43,208.28,346.35
"2010 TP19",,23.70,1.67,0.4221,20.88,6.87,300.17,27.34
"2010 TQ19",,25.30,1.427,0.2935,14.40,13.03,21.00,350.06
"2010 TS19",,25.80,2.405,0.7002,5.64,195.66,252.74,347.80
"2010 TC47",,20.50,1.732,0.3206,8.75,232.56,191.29,203.79
"2010 TZ53",,23.00,1.028,0.3345,20.22,196.26,55.53,91.61
"2010 TB54",,26.80,1.153,0.2795,6.62,14.17,82.66,26.95
"2010 TC54",,20.90,2.708,0.5668,19.78,191.66,178.84,141.54
"2010 TD54",,28.90,1.971,0.6422,4.29,18.12,76.64,147.92
"2010 TF54",,19.75,3.277,0.6749,12.09,358.97,346.76,199.39
"2010 TG54",,26.60,1.675,0.5251,5.72,16.01,72.10,336.93
"2010 TH54",,23.90,1.487,0.3533,8.48,11.44,55.24,338.04
"2010 TJ54",,19.84,1.912,0.3286,11.02,195.12,203.76,252.76
"2010 TM54",,23.90,1.629,0.2807,17.67,197.44,144.99,20.06
"2010 TP54",,21.71,2.392,0.5959,3.47,351.52,67.24,19.82
"2010 TQ54",,24.40,2.039,0.4965,8.51,196.42,216.26,55.60
"2010 TR54",,24.50,1.712,0.3717,4.44,4.33,345.82,279.36
"2010 TS54",,24.50,1.466,0.2317,15.37,13.23,10.53,355.50
"2010 TU54",,21.44,1.564,0.3125,26.83,208.95,255.61,218.81
"2010 TV54",,25.70,1.92,0.6146,6.20,202.46,254.73,341.18
"2010 TW54",,27.60,1.043,0.2340,3.85,196.22,86.08,134.49
"2010 TX54",,21.11,1.433,0.3379,26.82,10.76,292.17,328.18
"2010 TY54",,21.60,2.358,0.4897,8.62,208.88,195.47,55.53
"2010 TA55",,22.07,1.497,0.2450,15.20,205.66,227.71,62.35
"2010 TC55",,20.20,2.829,0.6270,19.88,220.52,205.47,47.12
"2010 TD55",,23.16,1.435,0.3443,22.90,21.14,60.59,329.25
"2010 TE55",,28.00,0.9489,0.1280,1.16,196.72,305.35,10.65
"2010 TF55",,24.10,2.619,0.5741,12.93,198.01,172.37,2.60
"2010 TK55",,23.80,1.061,0.0671,23.81,196.02,269.44,279.48
"2010 TM55",,22.80,2.81,0.5430,4.15,189.70,219.70,351.59
"2010 TN55",,26.90,2.291,0.7861,0.26,36.06,242.28,13.61
"2010 TO55",,26.50,1.687,0.4116,4.95,199.50,161.96,327.34
"2010 TP55",,20.50,2.351,0.6694,3.32,232.71,69.72,94.30
"2010 TS55",,24.30,2.149,0.4661,5.98,4.55,2.03,289.77
"2010 TS149",,20.01,1.498,0.3902,3.43,128.11,13.32,359.79
"2010 TU149",,20.68,2.213,0.8249,1.96,58.87,92.67,203.80
"2010 TW149",,25.88,1.895,0.6168,4.57,195.86,103.37,20.43
"2010 TJ167",,21.07,2.195,0.4344,4.69,272.00,87.90,235.01
"2010 TK167",,23.10,3.201,0.6861,18.61,205.32,212.30,354.87
"2010 TL167",,22.40,0.9692,0.6481,12.79,213.05,15.56,96.79
"2010 TN167",,27.10,1.703,0.5879,5.42,201.52,264.10,336.42
"2010 TX168",,20.07,1.483,0.5235,26.02,32.91,101.55,83.05
"2010 TA178",,20.08,2.22,0.4612,8.19,47.36,306.38,213.33
"2010 TJ181",,23.14,2.55,0.6048,19.52,350.26,15.04,260.55
"2010 TE193",,27.20,2.123,0.5377,6.75,197.25,214.01,310.06
"2010 UB",,25.18,2.064,0.5203,3.40,215.13,199.46,351.89
"2010 UC",,27.40,0.9418,0.0657,4.85,21.12,177.40,29.92
"2010 UE",,29.60,2.522,0.6921,3.04,22.92,297.17,9.96
"2010 UG",,25.40,1.525,0.3487,8.14,24.36,320.34,19.47
"2010 UH",,27.10,1.362,0.3079,0.63,295.39,40.09,28.86
"2010 UJ",,26.20,0.9404,0.0989,0.35,127.14,77.23,181.47
"2010 UK",,26.80,0.8663,0.2184,4.93,203.32,36.66,26.79
"2010 UM",,22.33,1.895,0.3715,3.79,47.94,340.36,284.86
"2010 UO",,26.30,1.415,0.2819,5.57,212.46,159.48,8.49
"2010 UP",,24.98,1.064,0.0990,9.32,211.24,245.21,205.21
"2010 UX6",,23.10,2.502,0.5981,1.34,220.10,208.95,283.97
"2010 UY6",,20.11,2.65,0.6162,19.87,9.03,20.40,176.35
"2010 UZ6",,26.40,2.536,0.5954,6.24,215.53,175.84,0.93
"2010 UA7",,23.30,2.351,0.5041,3.69,217.85,181.42,62.86
"2010 UB7",,22.20,2.688,0.5406,11.54,34.29,330.58,158.46
"2010 UC7",,24.68,1.885,0.5677,5.18,224.39,236.68,342.53
"2010 UF7",,19.38,2.206,0.5674,8.18,49.71,87.01,177.69
"2010 UG7",,21.70,2.238,0.7734,15.99,25.80,102.09,166.32
"2010 UH7",,19.14,2.714,0.5365,15.66,9.35,0.54,134.75
"2010 UJ7",,25.40,0.796,0.3172,13.23,219.40,331.56,301.00
"2010 UL7",,21.60,3.078,0.6008,22.35,39.68,343.68,3.77
"2010 UM7",,27.60,2.783,0.6831,4.56,217.82,223.84,77.53
"2010 UO7",,23.70,1.898,0.4192,1.50,121.44,276.35,274.09
"2010 UP7",,25.80,1.453,0.3063,10.91,219.43,224.58,334.68
"2010 UQ7",,20.10,2.455,0.6783,4.51,236.83,76.57,346.28
"2010 UR7",,27.40,2.285,0.6197,3.62,216.93,129.66,136.90
"2010 US7",,18.86,1.962,0.6384,55.18,240.86,247.93,152.67
"2010 UV7",,22.30,1.153,0.6091,33.06,35.52,222.16,67.80
"2010 UW7",,24.00,2.59,0.5753,17.12,220.08,156.08,5.59
"2010 UX7",,21.10,1.656,0.3794,7.85,25.32,87.17,351.31
"2010 UY7",,28.50,0.8962,0.1496,0.45,40.39,210.16,38.29
"2010 UZ7",,24.80,2.203,0.6336,5.42,209.22,112.75,15.90
"2010 UB8",,19.25,2.995,0.6174,31.13,73.36,324.48,335.38
"2010 UD8",,24.60,1.42,0.2603,4.73,229.65,137.70,339.76
"2010 UE8",,25.06,1.45,0.2666,2.62,9.27,54.62,344.72
"2010 UK8",,20.07,2.19,0.6973,1.86,11.58,135.44,209.42
"2010 UL8",,23.70,1.57,0.3628,15.04,205.78,122.24,266.09
"2010 UE51",,28.46,1.071,0.0724,0.59,22.46,58.82,268.62
"2010 UX95",,19.44,2.122,0.3945,4.58,150.92,198.07,337.40
"2010 VB",,25.60,0.923,0.3320,5.09,39.92,128.58,255.23
"2010 VF",,25.60,1.856,0.7552,3.71,17.76,270.92,20.15
"2010 VG",,23.90,1.309,0.1192,14.70,213.51,135.38,42.73
"2010 VH",,27.04,1.794,0.4126,11.38,41.22,8.00,356.25
"2010 VJ",,22.60,2.496,0.5139,8.45,49.13,326.55,299.18
"2010 VK",,21.30,1.258,0.4068,33.45,36.14,134.65,152.21
"2010 VL",,25.20,1.046,0.4162,15.63,36.66,240.43,74.74
"2010 VM",,26.02,1.545,0.3448,14.02,38.33,312.33,23.49
"2010 VO",,23.90,1.332,0.1887,9.91,30.80,319.28,316.47
"2010 VP",,23.70,1.971,0.6009,5.25,22.33,98.68,337.64
"2010 VQ",,27.72,0.8611,0.1974,0.35,27.49,199.24,110.11
"2010 VR",,24.51,1.383,0.2690,19.22,223.80,214.00,340.64
"2010 VU",,24.90,1.477,0.3595,2.83,234.72,96.28,33.01
"2010 VX",,23.20,1.513,0.3454,10.96,234.62,246.68,313.44
"2010 VY",,24.90,2.384,0.6222,5.17,46.02,293.95,13.03
"2010 VZ",,19.31,2.446,0.5920,8.46,181.91,215.66,330.49
"2010 VB1",,23.29,1.137,0.2710,2.64,106.08,74.89,37.64
"2010 VD1",,22.10,2.092,0.5433,6.01,25.89,297.00,17.17
"2010 VH1",,21.40,1.18,0.2225,41.67,218.18,349.80,97.00
"2010 VJ1",,24.10,1.452,0.3606,20.11,220.76,114.82,31.98
"2010 VL1",,20.40,2.748,0.5589,10.33,142.10,270.45,101.53
"2010 VN1",,28.30,1.631,0.4655,3.36,40.57,307.47,99.96
"2010 VO1",,26.10,1.378,0.2711,9.95,45.49,346.29,111.73
"2010 VT11",,21.70,1.754,0.6117,2.48,249.33,65.78,191.72
"2010 VU11",,24.80,1.532,0.2526,16.09,45.14,355.98,336.42
"2010 VZ11",,25.60,1.104,0.1537,4.63,42.37,300.66,31.75
"2010 VA12",,19.50,1.269,0.8432,37.45,44.57,132.99,141.22
"2010 VO21",,28.70,1.327,0.2604,1.97,220.95,206.26,287.01
"2010 VP21",,23.39,0.718,0.5344,8.70,39.01,195.74,53.97
"2010 VQ21",,21.99,1.792,0.3770,6.92,24.75,28.53,90.75
"2010 VR21",,29.25,2.407,0.6565,0.89,219.85,240.04,349.81
"2010 VS21",,24.10,1.567,0.3028,5.13,41.46,10.70,238.28
"2010 VT21",,27.30,1.067,0.0867,7.30,221.56,113.96,59.02
"2010 VU21",,24.90,2.122,0.7241,4.60,214.61,285.11,343.55
"2010 VV21",,23.10,2.071,0.4394,1.36,97.57,301.33,18.14
"2010 VA40",,26.37,2.421,0.5749,2.01,215.89,178.42,1.52
"2010 VB40",,24.70,2.825,0.6268,3.42,215.32,213.16,356.52
"2010 VC40",,24.00,2.474,0.5281,6.46,241.84,169.87,309.35
"2010 VL65",,29.22,1.072,0.1480,4.23,222.53,252.69,174.91
"2010 VM65",,23.80,1.057,0.0301,24.74,45.52,67.70,232.20
"2010 VN65",,20.20,1.633,0.4110,23.91,46.87,92.43,31.47
"2010 VS71",,23.70,1.436,0.6572,2.34,63.21,231.96,32.10
"2010 VY71",,24.50,2.475,0.5735,2.95,62.72,344.52,309.51
"2010 VZ71",,19.69,2.336,0.5404,22.66,59.79,262.15,107.86
"2010 VA72",,23.38,2.607,0.6008,3.54,67.98,296.55,215.13
"2010 VC72",,23.10,1.159,0.1370,5.93,199.67,39.10,179.12
"2010 VD72",,21.54,0.9184,0.1813,19.20,224.06,310.30,275.98
"2010 VW75",,21.88,2.718,0.6014,1.10,275.32,77.23,136.21
"2010 VZ75",,25.10,1.533,0.2525,11.57,48.58,326.02,350.57
"2010 VA76",,24.00,2.069,0.4458,4.36,203.03,246.37,2.35
"2010 VN98",,22.30,1.551,0.2976,27.43,54.31,338.33,9.85
"2010 VO98",,25.30,1.438,0.4416,7.82,48.24,279.42,33.59
"2010 VP98",,24.40,1.344,0.2963,22.68,47.63,73.64,316.53
"2010 VQ98",,28.20,1.023,0.0271,1.48,46.17,341.65,208.13
"2010 VU98",,24.80,1.011,0.2671,6.97,229.36,63.20,10.33
"2010 VV98",,24.60,1.978,0.5837,1.58,221.61,128.35,15.07
"2010 VW98",,22.50,1.598,0.3317,12.14,232.28,220.37,139.07
"2010 VA99",,23.46,1.434,0.3937,37.00,231.18,244.14,241.10
"2010 VB99",,21.40,1.346,0.4045,49.96,232.31,259.24,324.49
"2010 VD99",,24.60,1.808,0.5115,7.98,55.09,291.85,21.91
"2010 VD139",,26.20,0.8443,0.2390,3.84,57.42,155.68,210.87
"2010 VE139",,22.12,2.374,0.4895,6.77,43.28,30.72,31.70
"2010 VF139",,23.80,2.502,0.5455,1.85,280.29,112.85,6.34
"2010 VJ139",,22.01,1.36,0.3747,8.93,270.20,36.85,229.18
"2010 VK139",,23.71,0.7799,0.2822,26.96,233.34,8.33,102.55
"2010 VL139",,26.64,1.929,0.5173,3.65,59.33,41.12,345.01
"2010 VM139",,25.40,1.413,0.2914,9.91,43.36,355.09,6.27
"2010 VN139",,24.40,1.87,0.7479,1.51,335.99,182.32,340.85
"2010 VO139",,26.46,2.059,0.7016,7.69,230.83,91.16,16.55
"2010 VP139",,29.20,1.204,0.3065,2.69,48.89,290.06,41.62
"2010 VQ139",,27.07,1.732,0.3982,2.76,231.43,178.54,0.87
"2010 VR139",,26.56,1.433,0.3010,0.36,151.64,236.63,12.10
"2010 VW139",,24.40,1.62,0.3664,10.43,57.26,331.70,10.49
"2010 VX139",,20.50,0.9646,0.1637,21.24,242.49,33.39,79.29
"2010 VY139",,20.60,2.596,0.5869,9.53,252.72,171.06,212.89
"2010 VZ139",,23.10,1.623,0.5043,2.85,264.59,219.47,70.76
"2010 VA140",,25.92,1.538,0.3268,1.58,15.32,16.03,9.68
"2010 VB140",,21.80,2.498,0.5346,7.43,81.06,327.25,291.20
"2010 VC140",,27.90,1.483,0.3317,1.46,233.53,175.92,116.71
"2010 VW194",,26.50,1.822,0.4662,2.02,50.85,339.64,45.07
"2010 VU198",,18.63,1.869,0.4072,31.42,108.98,69.16,282.74
"2010 VZ201",,21.97,1.259,0.1904,9.13,291.38,14.62,28.05
"2010 WA",,30.00,1.698,0.5045,8.22,234.37,236.42,264.64
"2010 WB",,24.10,1.358,0.2881,5.50,230.99,150.36,190.46
"2010 WC",,25.50,0.8184,0.3427,7.40,57.47,143.55,13.38
"2010 WH",,19.10,2.42,0.4703,21.92,46.15,68.79,337.09
"2010 WS",,24.90,0.9291,0.3134,4.54,60.65,233.27,356.33
"2010 WT",,23.30,1.595,0.3198,8.98,241.07,148.78,177.43
"2010 WC1",,27.70,1.144,0.1604,2.09,66.63,303.81,41.72
"2010 WD1",,26.50,0.8765,0.2583,1.83,63.57,222.21,114.21
"2010 WE1",,24.60,2.075,0.4883,5.96,58.76,10.95,357.15
"2010 WF1",,24.40,1.877,0.4923,20.56,243.68,233.91,342.21
"2010 WG1",,23.07,1.875,0.6726,19.03,242.52,279.85,336.36
"2010 WH1",,26.20,1.077,0.1575,12.22,243.73,97.69,213.44
"2010 WJ1",,25.20,2.081,0.5740,4.03,61.39,306.84,14.20
"2010 WB3",,19.95,1.543,0.7737,8.91,334.68,195.21,262.19
